Company,Disc,Speed,Glide,Turn,Fade,Max Weight,Diameter,Height,Rim Depth,Inside Diameter,Rim Thickness,Rim Depth/Diameter Ratio,Rim Config,Flexibility
Discmania,Enigma,12,5,-1,2,175.1,21.1,1.6,1.1,16.6,2.2,5.2,27.75,11.25
Discmania,Link,2,3,0,1,176,21.2,1.9,1.5,19.1,1,7,71,7.84
Axiom Discs,Delirium,14.5,5,-0.5,3,175.1,21.1,1.8,1.2,16,2.5,5.7,27,11.14
Prodigy Disc,MX-3,5,4,0,2,180.1,21.7,1.9,1.3,18.9,1.4,6,32.75,6.48
Streamline Discs,Stabilizer,3,3.5,0,3,176,21.2,1.8,1.4,18.8,1.1,6.6,56.25,8.75
Discmania,Method,5,5,0,3,180.1,21.7,1.9,1.4,19,1.3,6.5,44,10.23
Millennium Golf Discs,Draco,9,3,0,4,176,21.2,1.4,1.2,17.3,1.9,5.7,35.5,11.14
Streamline Discs,Lift,9,5,-2,1.5,176,21.2,1.7,1.2,17.2,2,5.7,28,11.93
Tokyo Discs,Rei ,2,5,0,1,174.3,21,2.1,1.4,18.7,1.1,6.7,50.75,8.18
Discmania,Magician,6,4,0,2,176,21.2,1.8,1.3,17.9,1.6,6.1,39.75,11.59
Discmania,Guardian Lion,,,,,176,21.2,1.8,1.4,19.1,1,6.6,59.25,10.68
Discmania,Mentor,11,5,-2,2,176,21.2,1.8,1.2,17.9,2.1,5.7,39.75,11.59
Discmania,Maestro,4,3,0,2,176.8,21.3,1.7,1.3,19.2,1,6.1,55.25,9.43
Discmania,Genius,7,5,-4,1,175.1,21.1,1.7,1.2,17.7,1.7,5.7,29.5,12.15
Infinite Discs,Scarab,2,4,0,1,176,21.2,2.1,1.5,19.2,1,7.1,62.5,11.02
Infinite Discs,Scepter,9,4,0,4,176,21.2,1.4,1.1,17.3,1.9,5.2,28.25,10.45
Storm Disc Golf,Abyss,8,4,0,3,175.1,21.1,1.6,1.1,17.1,2,5.2,31.75,11.82
Disc Golf UK Ltd.,The Baron,4,3,0,2.5,176,21.2,2,1.6,18.7,2.3,7.5,62.25,10.68
Disc Golf UK Ltd.,The Count,7,4,-1,3,178.5,21.5,1.7,1.1,18.7,1.4,5.1,35.5,8.86
Disc Golf UK Ltd.,The Duchess,5,5,-1,2,176.8,21.3,1.7,1.1,17.8,1.8,5.2,36.5,7.5
Disctroyer,Starling (Kuldnokk),13,5,-2,2,174.3,21,1.7,1.2,16.2,2.4,5.7,27,6.82
Millennium Golf Discs,Falcon,13,5,-2,2,175.1,21.1,1.4,1.1,16.3,2.4,5.2,30.25,12.25
Discmania,Instinct,7,5,0,2,176,21.2,1.9,1.1,17.6,1.8,5.2,32.25,11.36
Dynamic Discs,Raider,13,5,-0.5,3,176,21.2,1.5,1.1,16.3,2.3,5.2,29.25,11.14
MVP Disc Sports,Entropy,4,3,0,3,176,21.2,2,1.4,18.8,1.2,6.6,31.75,11.7
Streamline Discs,Flare,9,4,0,3.5,176,21.2,1.8,1.2,17.2,2,5.7,29.5,11.59
Infinite Discs,Emperor,12,5,-1,2.5,175.1,21.1,1.7,1.2,16.4,2.3,5.7,28,11.82
Above Ground Level,Magnolia,5,5,0,2,180.9,21.8,2,1.2,19,1.4,5.5,45.5,10.23
Axiom Discs,Pyro,5,4,0,2.5,178.5,21.5,1.6,1.3,18.4,1.6,6,42.25,12.05
Disc Golf UK Ltd.,The Duke,5,4,0,3.5,178.5,21.5,1.9,1.4,18.1,1.7,6.5,35.25,11.14
Gateway Disc Sports,Blade,9,5,0,3,176.8,21.3,1.5,1.1,17.3,2,5.2,34,11.71
Gateway Disc Sports,Spear,9,6,-2,1,176,21.2,1.4,1.1,17.3,2,5.2,31.25,11.93
Latitude 64,Catch,,,,,200,27.6,3,2.2,26,0.8,8,90,10.45
Innova Champion Discs,Lion,5,4,0,2,180.1,21.7,1.7,1.4,19,1.3,6.5,54.75,11.57
Mint Discs,Bobcat,5,4,0,2.5,177.6,21.4,1.9,1.4,18.5,1.4,6.5,36,11.46
Prodigy Disc,D1 Max,12,5,0,3,174.3,21,1.6,1.2,16.3,2.3,5.7,26.75,11.23
Prodigy Disc,D2 Max,12,6,-1,2.5,175.1,21.1,1.9,1.2,16.3,2.4,5.7,30.5,10.32
Prodigy Disc,D3 Max,13,5,-1,2,175.1,21.1,1.8,1.2,16.3,2.4,5.7,30.25,11.12
Prodigy Disc,D4 Max,12,6,-4,1,174.3,21,1.9,1.2,16.3,2.4,5.7,30.25,10.32
Prodigy Disc,D6 Max,,,,,175.1,21.1,1.7,1.2,16.3,2.4,5.7,26.75,11.57
RPM Discs,Huia,7,5,0,2,176,21.2,1.9,1.2,17.5,1.8,5.7,33.75,11.59
Innova Champion Discs,Firefly,2,3,0,1,175.1,21.1,2.1,1.5,19.1,1,7.1,71,12.02
Latitude 64,Keystone,2,5,-1,1,175.1,21.1,1.9,1.5,19,1,7.1,75,7.94
